"","Start_Date","End_Date","Company","Lecture","Lecture_Comments","Responsive","Responsive_Comments","Student_Guide","Guide_Comment","Lab_Exercises","Lab_Comments","Classroom","Classroom_Comments","Computer","Computer_Comments","Network","Network_Comments","See_Hear","See_Hear_Comments","Years_Experience","Experience_Comments","IP_or_Telephony_Background","Background_Comments","Had_Knowledge_Skills","Knowledge_Skills_Comments","Metaswitch_Experience","Metaswitch_Exp_Comments","Attended__Appropriate_Time","Appropriate_Time_Comments","Learned_What_I_Needed","Learned_Comment","Recommend_Class","Recommend_Comments","Feedback","Instructor","Location","Course","Technical_Details"
"239","2016-05-13 7:38:16","2016-05-13 7:49:08","RADIOMOVIL DIPSA SA DE CV  TELCEL","Agree","","Agree","","Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Agree","","Less than One Year","","IP","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","          Carlos Simoni ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"240","2016-05-13 7:39:13","2016-05-13 7:49:46","TELCEL","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","          Carlos Simoni ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"241","2016-05-13 7:36:59","2016-05-13 7:49:01","RADIOMOVIL DIPSA S.A de C.V","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","One to Five Years","","IP","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","          Carlos Simoni ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"242","2016-05-13 7:36:34","2016-05-13 7:51:05","BCM","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Disagree","","Agree","","Agree","","Agree","","Twenty One or More Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","good , clear and efective instructor ","          Carlos Simoni ","Other (please specify) Mexico City Customer Office (Carso)","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"243","2016-05-13 7:37:04","2016-05-13 7:48:29","TELCEL","Disagree","","Disagree","","Agree","","Disagree","","Agree","","Agree","","Agree","","Agree","","Six to Ten Years","","IP","","Agree","","3 to 11 months","","No","","Disagree","","No","","","          Carlos Simoni ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","  Disagree "
"244","2016-05-13 7:35:39","2016-05-13 7:44:10","Telcel","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","          Carlos Simoni ","On-site at my Company Location ","HPBX Deployment & Troubleshooting ","Strongly Agree   "
"245","2016-05-13 7:36:05","2016-05-13 7:49:01","TELCEL","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","IP","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","          Carlos Simoni ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"246","2016-05-13 7:35:46","2016-05-13 7:48:58","RADIOMOVIL DIPSA S.A. DE C.V. (TELCEL)","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","EN OCASIONES SE ALENTABA PERO RARAMENTE","Disagree","NO SE ALCANZABAN A VER LAS LETRAS LO SUFICIENTEMENTE BIEN EN LA PRESENTACION","Twenty One or More Years","","Both IP and Telephony","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","PONER LETRA MAS GRANDE EN LA PRESENTACION ","          Carlos Simoni ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"247","2016-05-06 11:35:31","2016-05-06 11:43:09","RADIOMOVIL DIPSA","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","NONE","          Carlos Simoni ","Other (please specify) EDIFICIO TELCEL PLAZA CARSO  P-4  AULAS CAPACITACION","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"248","2016-05-06 11:23:15","2016-05-06 11:42:16","Telcel","Agree","","Agree","","Agree","","Strongly Agree","","Disagree","too hot","Agree","","Agree","","Agree","","Twenty One or More Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","          Carlos Simoni ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"249","2016-05-06 11:26:33","2016-05-06 11:35:59","TELCEL","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","One to Five Years","","Telephony","","Agree","","12 to 23 months","","Yes","","Agree","","Yes","","","          Carlos Simoni ","Other (please specify) MEXICO","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"250","2016-05-06 11:29:53","2016-05-06 11:37:09","TELCEL","Agree","","Agree","","Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Agree","","Less than One Year","","IP","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","","          Carlos Simoni ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"251","2016-05-06 11:29:18","2016-05-06 11:34:22","Telcel","Agree","","Strongly Agree","","Agree","","Agree","","Disagree","","Agree","","Agree","","Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","yes ","          Carlos Simoni ","Other (please specify) Mexico City","Other (please specify) any other course"," Agree  "
"252","2016-05-06 11:23:08","2016-05-06 11:29:42","TELCEL","Agree","","Agree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","          Carlos Simoni ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","   "
"253","2016-05-06 11:22:57","2016-05-06 11:28:52","Telcel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","           ","Other (please specify) Mexico City","Other (please specify) any other course","   "
"254","2016-05-06 11:23:53","2016-05-06 11:34:00","Radio Movil Dipsa SA DE CV (Telcel)","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","IP","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","          Carlos Simoni ","Other (please specify) Mexico","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"255","2016-05-06 11:24:02","2016-05-06 11:33:25","TELCEL","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","3 to 11 months","","No","La implementacion de los equipos se realizo meses atras.","","","Yes","","Excelente tecnica de aprendizaje.","          Carlos Simoni ","On-site at my Company Location ","Features & Applications ","Strongly Agree   "
"256","2016-05-06 11:23:43","2016-05-06 11:34:52","RADIOMOVIL DIPSA, S.A. DE C.V.","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","No","i NEED BASIC TRAINING, AND SOME CONCEPTS.","Agree","","Yes","","USE THE BLACKBOARD.","          Carlos Simoni ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"257","2016-05-06 11:23:14","2016-05-06 11:35:48","Radiomóvil Dipsa,S.A de C.V","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","IP","","Agree","","Less than 3 months","","Yes","","Strongly Agree","however a need to know more about SIP","Yes","","","          Carlos Simoni ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"258","2016-05-06 11:23:12","2016-05-06 11:35:45","TELCEL","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","          Carlos Simoni ","On-site at my Company Location ","HPBX Deployment & Troubleshooting "," Agree  "
"259","2016-05-06 11:23:47","2016-05-06 11:30:26","Radiomovil Dipsa S.A. de C.V.","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Strongly Agree","","One to Five Years","","IP","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","          Carlos Simoni ","On-site at my Company Location ","Other (please specify) Curso Intermedio de SBC's"," Agree  "
"260","2016-05-06 6:46:38","2016-05-06 6:51:08","Intrado/West","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","Denver (DTC) ","System Overview ","Strongly Agree   "
"261","2016-05-06 6:38:48","2016-05-06 6:47:54","Intrado- West","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","    Dr. Michael Allen       ","Denver (DTC) ","CFS / UMG Troubleshooting "," Agree  "
"262","2016-05-06 6:38:17","2016-05-06 6:44:54","west","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Agree","It was my own computer","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) custom metaswitch training","Strongly Agree   "
"263","2016-05-06 6:37:32","2016-05-06 6:47:21","Intrado","Strongly Agree","","Agree","","Agree","","Agree","","Disagree","was to cold","Strongly Agree","","Strongly Agree","","Strongly Agree","Very loud","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","No","prob to soon but should be okay","Disagree","the only reason i disagree is cause i could use more time to learn the metaswtch and trouble shoot issue and get more notes. ","Yes","","","    Dr. Michael Allen       ","Denver (DTC) ","CFS / UMG Troubleshooting "," Agree  "
"264","2016-05-06 6:37:57","2016-05-06 6:44:31","West Safety / Intrado","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","Thank you","    Dr. Michael Allen       ","On-site at my Company Location ","CFS / UMG Troubleshooting "," Agree  "
"265","2016-05-06 6:36:23","2016-05-06 6:42:21","","Agree","","Agree","","Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Six to Ten Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) CFS/UMG TroubleShooting"," Agree  "
"266","2016-05-06 6:34:55","2016-05-06 6:45:31","West Safety Services E-911","Strongly Agree","I love instructors who can clearly enunciate. Mike has that in spades.","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","I would only recommend more frequent breaks throughout the day. I would prefer breaks every 90 minutes, for periods of 10-15 minutes...otherwise I tend to wander from the lecture, and I do need the bathroom breaks. All in all a very enjoyable experience.","    Dr. Michael Allen       ","On-site at my Company Location ","CFS / UMG Troubleshooting ","Strongly Agree   "
"267","2016-05-06 6:35:00","2016-05-06 6:45:24","Intrado","Strongly Agree","","Strongly Agree","and boy did i have some that were stupid. The instructor was good about explaining things to us that we were having a hard time comprehending. We were still able to keep the pace up","Strongly Agree","i liked it, it was thorough but still made you think","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","One to Five Years","","Neither","","Agree","","Less than 3 months","O  ZILCH  NADA","No","Yes it is invaluable but i would like to have this training closer to when i would actually work on the equipment","Agree","no idea. I dont really know what my job will be","Yes","","I hope some of this is in the videos online at communities. Hopefully we will have a Metaswitch SBC soon","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) v9.1 noc technician  cfs umg troublesshhooting"," Agree  "
"268","2016-05-06 6:35:31","2016-05-06 6:47:44","West Safety Services","Strongly Agree","I thought the first day was a little scattered (flipping back and forth to much).  But we were also getting familiar with everything as well, which is why it could have seemed that way.","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","it was a good temperature in the morning and then by the afternoon the room was too cold.","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Neither","I have learned from working in it for almost 8 years","Strongly Agree","","Less than 3 months","no experience","Yes","Its good to learn something before you have to work in it","Agree","","Yes","","I thought that the presentation that Mike did about how we are going to use metaswitch in our system should have been done on day one so the class and teacher could have understood from the beginning how the switch will be integrated into our network and how it will be utillized.","    Dr. Michael Allen       ","On-site at my Company Location ","CFS / UMG Troubleshooting ","Strongly Agree   "
"269","2016-05-06 6:36:09","2016-05-06 6:44:05","West Safety Services","Agree","","Strongly Agree","","Agree","","Strongly Agree","Lab exercise solidify what is being taught.","Strongly Agree","","","","Agree","","Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","CFS / UMG Troubleshooting "," Agree  "
"270","2016-05-06 6:35:36","2016-05-06 6:40:30","West Safety Services/Intrado","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Twenty One or More Years","","Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","CFS / UMG Troubleshooting ","Strongly Agree   "
"271","2016-05-06 6:35:43","2016-05-06 6:46:39","West Safety Services","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Agree","Add a translations troubleshooting portion","Yes","","Michael was informative and well organized in his teaching. His overall knowledge in telephony both TDM and IP added value to the course in relating the metaswitch to other's frame of reference.","    Dr. Michael Allen       ","On-site at my Company Location ","CFS / UMG Troubleshooting "," Agree  "
"272","2016-05-06 6:35:38","2016-05-06 6:41:47","West Safety Services","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","CFS / UMG Troubleshooting "," Agree  "
"273","2016-05-06 6:35:32","2016-05-06 6:47:20","West Safety Services","Agree","","Agree","","Agree","","Agree","","Agree","This is for West. I wish to have more power outlets in each class table. ","Agree","","Agree","","Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","Less than 3 months","","No","No experience with Metaswitch equipment before","Agree","","Yes","","Probably some printouts or a quick guide where you can summary Metaswitch CFS and UMG capabilities.","    Dr. Michael Allen       ","On-site at my Company Location ","CFS / UMG Troubleshooting "," Agree  "
"274","2016-05-06 6:34:36","2016-05-06 6:47:54","Intrado / West Safety Services","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Disagree","Due to firewall issue between Intrado/West and MetaView I was not able to access MetaView Explorer or MetaView Web via my work laptop.    My IT department said that my laptop was being blocked by MetaSwitch and there was nothing they could do about it, so I ended up with a loaner laptop which made it difficult to save screen shots from the class.","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","Michael was an excellent instructor and I would definitely recommend him to others.  ","    Dr. Michael Allen       ","Other (please specify) Longmont, CO","CFS / UMG Troubleshooting ","Strongly Agree   "
"275","2016-05-06 6:34:52","2016-05-06 6:52:18","West Safety Services","Agree","","Agree","","","I did not receive a student guide. A total of 14 were prepared for the class. No additional materials were provided when attendance exceeded the expectation.","Agree","","Disagree","The room was chilly.","Disagree","InfoSec concerns were not addressed prior to the training. The class spent the better part of Day 1 and 2 resolving various access restrictions, just to view the tools.","Disagree","My laptop locked up within 5 minutes of connection to the Metaswitch VPN router; repeatedly. (Also happened to a classmate.) After Day 2, I stopped connecting to the training network, to avoid constant reboots.","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Disagree","This course was designed for the Voice Network group. Though I understood the topics, we sat through hours of content and discussion irrelevent to my support function for this product.","Less than 3 months","","Yes","","Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) NOC Engineer ","  Disagree "
"276","2016-05-06 6:35:11","2016-05-06 6:38:15","West Safety Services ","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","CFS / UMG Troubleshooting ","Strongly Agree   "
"277","2016-04-29 6:01:40","2016-04-29 6:09:41","Airespring","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","there should be more labs and they should be a little for difficult as they didn't cover everything that we learned","Agree","","Strongly Agree","I used my own laptop","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Agree","","3 to 11 months","","Yes","","Agree","more routing examples would have been helpful","Yes","","a hard copy of the slides would be helpful at the beginning of the course so that we can take notes. Jake was awesome because he didn't just follow the slides. He provided additional examples and did lots of white boarding which was very helpful. All of the instructors should teach this way. ","  Jake Livingstone         ","Other (please specify) Phoenix","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"278","2016-04-29 5:59:29","2016-04-29 6:13:28","Hunter Communications","Strongly Agree","excellent communication - easy to follow","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Telephony","","Strongly Agree","","2 to 5 years","","Yes","","Agree","I gained a lot of information and process/procedures for admin of the Perimeta. An Advanced class would be nice to follow this one in the future.","Yes","I especially enjoyed the SIP SIGNALING presentation and Jake did a great job of explaining it in an easy to understand method.","Bring on some second level or advanced classes in the training schedule. ","  Jake Livingstone         ","Other (please specify) Phoenix AZ ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"279","2016-04-29 5:59:40","2016-04-29 6:05:48","Saddleback Communications","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","2 to 5 years","","Yes","","Strongly Agree","","Yes","","This was one of the best Metaswitch training classes that i have done to date. ","  Jake Livingstone         ","Other (please specify) Phoenix","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"280","2016-04-29 5:59:41","2016-04-29 6:06:00","Saddleback Communications","Strongly Agree","Very informative lots of field experience behind the material","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","12 to 23 months","","Yes","","Agree","","Yes","","","  Jake Livingstone         ","Other (please specify) Phoenix AZ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"281","2016-04-29 5:59:22","2016-04-29 6:13:47","Chariton Valley","Strongly Agree","Jake was able to present the lectures in a way that was both engaging and informative.  He was very knowledgeable of the subject matter and he spoke with authority.","Strongly Agree","I never felt as if a question was too ""dumb"" to ask.  Even if I asked about something unrelated he took the time to explain what I was referencing.","Agree","There are some areas that need revised in the slides.","Strongly Agree","The labs were very helpful.  With a longer course it would be amazing to have an open-ended lab that explains what to set up, but not exactly step-by-step.","Disagree","There was a serious problem with regulating the temperature.  It went from needing a jacket, to smothering in heat, multiple times throughout each day,","Strongly Agree","We provided our own laptops for this course.  ","Strongly Agree","There was never any bandwidth issues while taking this course.  ","Disagree","To see the whiteboard, I sat near the back of the room.  When I was at the back it gave me a slight eye strain while looking at the slides.  Jake had a webex open with the presentation, but with only one monitor I found that I couldn't leave i t open since I needed my putty session in view to follow along.","One to Five Years","","IP","","Agree","I could use to gain more knowledge in Networking, but it did not hinder my ability to understand the material.","12 to 23 months","","Yes","","Agree","This provided the foundation needed to not be nervous about performing work in the our SBC.","Yes","","","  Jake Livingstone         ","Other (please specify) Scottsdale","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"282","2016-04-29 5:58:49","2016-04-29 6:03:44","Saddleback Communications","Strongly Agree","Jake's teaching style was a great mix of lecture and interaction with the class. It really helped me understand the material. ","Strongly Agree","Jake strongly encouraged questions and was very in-depth with answers, including showing examples and taking the time to make sure I understood the answer, and why. ","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","IP","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","","  Jake Livingstone         ","Other (please specify) Phoenix","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"283","2016-04-29 4:12:58","2016-04-29 4:18:56","TDS Telecom","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","Genaro Islas   Jason Anderson        ","Dallas (DRTC) ","System Overview "," Agree  "
"284","2016-04-29 4:12:03","2016-04-29 4:18:13","Jackson Energy Authority","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","One to Five Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","I very much appreciate the training I received this week. Thank you!","Genaro Islas   Jason Anderson        ","Dallas (DRTC) ","System Overview ","Strongly Agree   "
"285","2016-04-29 4:12:53","2016-04-29 4:18:13","CTS Telecom","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Agree","I had never seen the switch, but knew it after the class was over and felt comfortable using it. ","Less than 3 months","","Yes","","Strongly Agree","","Yes","I'm also going to ask if I can attend the PBX training Genaro mentioned as well!","Genaro did a great job and I learned SO much.  It was perfect for me. Thank you","Genaro Islas           ","Dallas (DRTC) ","System Overview ","Strongly Agree   "
"286","2016-04-29 4:12:12","2016-04-29 4:21:14","SierraTel","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","One to Five Years","","Neither","","Agree","Reading intro to Softswitch PDF before attending was very helpful because I had no prior knowledge of Metaswitch","Less than 3 months","","Yes","","Agree","I need a way to keep practicing methods learned after this course. I learn through repetition.","Yes","","Both instructors are great!!! Genaro is very knowledgeable. I would like to see a place where we can practice in MVE without affecting service after the course is complete...","Genaro Islas   Jason Anderson        ","Dallas (DRTC) ","System Overview ","Strongly Agree   "
"287","2016-04-29 4:11:40","2016-04-29 4:23:32","Hamilton Telecommunications","Strongly Agree","Genaro's explanations while drawing diagrams was extremely helpful in visualizing the concepts.  His extensive telephony background helped me understand concepts that weren't explicitly detailed in the student guide.","Strongly Agree","Every question was answered or followed up on.","Strongly Agree","","Agree","It may be helpful to include explanation of why we are performing the steps within the exercises.  This would help solidify the purpose of each configuration step.","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","No","I wish I had taken this class earlier, before our conversion from our 5ESS.  There were some things covered in this course that I now know to properly configure some of the cut.","Strongly Agree","","Yes","","","Genaro Islas   Jason Anderson        ","Dallas (DRTC) ","System Overview ","Strongly Agree   "
"288","2016-04-29 4:12:13","2016-04-29 4:19:29","EnTouch Systems Inc.","Strongly Agree","Genaro is an amazing instructor. Was easily able to teach the material in a way that the entire class understood. 10/10 would recommend","Strongly Agree","Genaro and Jason we're able to answer any and all questions that were brought up from all of the students. If not immediately, they was able to address them throughout the week and give us all of the material we needed.","Strongly Agree","","Strongly Agree","Labs were great. The labs where we create something and intentionally broke it, and had to fix it given tools from previous days, challenged what we had learned. It made it easier to learn seeing exactly where we went wrong and what we needed to do to fix it. For me, this was an extremely effective method.","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","IP","","Agree","","3 to 11 months","Extremely on and off for the past 6 months.","Yes","","Strongly Agree","","Yes","","You're trainers are a dime a dozen. They are extremely good at what they do.","Genaro Islas   Jason Anderson        ","Dallas (DRTC) ","System Overview ","Strongly Agree   "
"289","2016-04-29 4:11:46","2016-04-29 4:22:04","CTS Telecom","Strongly Agree","","Strongly Agree","The classroom environment was safe and inviting. No question was ""stupid"".","Strongly Agree","I didn't even take as many side notes as I thought I would need because the guide was very clear and thorough.","Strongly Agree","The lab exercises were well-timed for when I needed a break from listening.","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","One to Five Years","","Neither","","Agree","","2 to 5 years","","Yes","While there were times that I didn't think I had the appropriate background, I'm glad I took this when I did. My biggest thing I wished is that I could have had my company's information up at the same time as working in the test environment. I wished that I could compare and contrast as we were working.","Agree","","Yes","","Perhaps if we were given some of the Communities articles that were suggested as readings prior to coming to the training, that would be helpful.","Genaro Islas   Jason Anderson        ","Dallas (DRTC) ","System Overview "," Agree  "
"290","2016-04-29 4:08:43","2016-04-29 4:39:42","Sapphire Gibraltar","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","     Phil Aird      ","Enfield ","Deployment Overview ","Strongly Agree   "
"291","2016-04-29 4:11:53","2016-04-29 4:19:16","HCI   Galva, KS","Strongly Agree","Genaro does a great job of presenting the information.","Strongly Agree","He bases his responses on real-life experiences and provides great examples.","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","IP","","Strongly Agree","","3 to 11 months","While I have been doing a little bit with my Metaswitch equipment, the System Overview class took me a long ways past my previous experiences.  I will have a lot more confidence in working with my equipment in the future.","Yes","","Strongly Agree","","Yes","","I felt the course was appropriate for my current level of experience as it definitely broadened my view of Metaswitch.","Genaro Islas   Jason Anderson        ","Dallas (DRTC) ","System Overview ","Strongly Agree   "
"292","2016-04-08 2:43:45","2016-04-08 2:51:48","Cablevision","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","Some issues with the labs had to modify to get to work","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","I learned alot from the coarse.","    Dr. Michael Allen       ","Other (please specify) Cablevision Bethpage","EAS Administration & Troubleshooting ","Strongly Agree   "
